"kode_titik","kode","kode_kecamatan","kelurahan","created_at","updated_at"
"14.10.03.2017","1410032017","14.10.03","Wonosari","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"14.10.03.2018","1410032018","14.10.03","Tebun","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"14.10.03.2020","1410032020","14.10.03","Tanjung Gemuk","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"14.10.04.2001","1410042001","14.10.04","Alai","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"14.10.04.2002","1410042002","14.10.04","Tenan","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"14.10.04.2003","1410042003","14.10.04","Insit","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"14.10.04.2004","1410042004","14.10.04","Tanjung","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"14.10.04.2005","1410042005","14.10.04","Tanjung Peranap","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"14.10.04.2006","1410042006","14.10.04","Kundur","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"14.10.04.2007","1410042007","14.10.04","Mekong","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"14.10.04.2008","1410042008","14.10.04","Batang Malas","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"14.10.04.2009","1410042009","14.10.04","Mantiasa","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"14.10.04.2010","1410042010","14.10.04","Gogok Darussalam","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"14.10.04.2011","1410042011","14.10.04","Maini Darul Aman","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"14.10.04.2012","1410042012","14.10.04","Mengkikip","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"14.10.04.2013","1410042013","14.10.04","Alai Selatan","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"14.10.04.2014","1410042014","14.10.04","Tanjung Darul Takzim","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"14.10.05.1001","1410051001","14.10.05","Teluk Belitung","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"14.10.05.2002","1410052002","14.10.05","Meranti Bunting","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"14.10.05.2003","1410052003","14.10.05","Lukit","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"14.10.05.2004","1410052004","14.10.05","Bagan Melibur","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"14.10.05.2018","1410052018","14.10.05","Pelantai","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"14.10.05.2019","1410052019","14.10.05","Tanjung Kulim","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"14.10.05.2021","1410052021","14.10.05","Mekar Sari","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"14.10.05.2023","1410052023","14.10.05","Mayang Sari","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"14.10.05.2026","1410052026","14.10.05","Sungai Anak Kamal","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"14.10.05.2027","1410052027","14.10.05","Sungai Tengah","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"14.10.06.2001","1410062001","14.10.06","Kuala Merbau","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"14.10.06.2002","1410062002","14.10.06","Renak Dungun","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"14.10.06.2003","1410062003","14.10.06","Baran Melintang","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"14.10.06.2004","1410062004","14.10.06","Teluk Ketapang","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"14.10.06.2005","1410062005","14.10.06","Semukut","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"14.10.06.2006","1410062006","14.10.06","Centai","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"14.10.06.2007","1410062007","14.10.06","Tanjungbunga","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"14.10.06.2008","1410062008","14.10.06","Batang Meranti","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"14.10.06.2009","1410062009","14.10.06","Pangkalan Balai","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"14.10.06.2010","1410062010","14.10.06","Padang Kamal","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"14.10.06.2011","1410062011","14.10.06","Ketapang Permai","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"14.10.07.2001","1410072001","14.10.07","Lukun","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"14.10.07.2002","1410072002","14.10.07","Sungai Tohor","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"14.10.07.2003","1410072003","14.10.07","Nipah Sendanu","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"14.10.07.2004","1410072004","14.10.07","Tanjung Sari","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"14.10.07.2005","1410072005","14.10.07","Tanjung Gadai","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"14.10.07.2006","1410072006","14.10.07","Teluk Buntal","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"14.10.07.2007","1410072007","14.10.07","Kepau Baru","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"14.10.07.2008","1410072008","14.10.07","Sungai Tohor Barat","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"14.10.07.2009","1410072009","14.10.07","Sendanu Darul Ihsan","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"14.10.07.2010","1410072010","14.10.07","Batin Suir","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"14.10.08.2001","1410082001","14.10.08","Tanjung Padang","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"14.10.08.2002","1410082002","14.10.08","Putri Puyu","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"14.10.08.2003","1410082003","14.10.08","Mekar Delima","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"14.10.08.2004","1410082004","14.10.08","Dedap","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"14.10.08.2005","1410082005","14.10.08","Kudap","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"14.10.08.2006","1410082006","14.10.08","Bandul","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"14.10.08.2007","1410082007","14.10.08","Selat Akar","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"14.10.08.2008","1410082008","14.10.08","Tanjung Pisang","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"14.10.08.2009","1410082009","14.10.08","Mengkopot","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"14.10.08.2010","1410082010","14.10.08","Mengkirau","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"14.10.09.2001","1410092001","14.10.09","Tanjung Kedabu","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"14.10.09.2002","1410092002","14.10.09","Beting","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"14.10.09.2003","1410092003","14.10.09","Sokop","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"14.10.09.2004","1410092004","14.10.09","Telesung","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"14.10.09.2005","1410092005","14.10.09","Bungur","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"14.10.09.2006","1410092006","14.10.09","Tenggayun Raya","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"14.10.09.2007","1410092007","14.10.09","Sendaur","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"14.10.09.2008","1410092008","14.10.09","Kayu Ara","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"14.10.09.2009","1410092009","14.10.09","Sonde","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"14.10.09.2010","1410092010","14.10.09","Kedabu Rapat","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"14.10.09.2011","1410092011","14.10.09","Tanah Merah","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"14.71.01.1002","1471011002","14.71.01","Jadirejo","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"14.71.01.1003","1471011003","14.71.01","Kampung Tengah","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"14.71.01.1004","1471011004","14.71.01","Kampung Melayu","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"14.71.01.1005","1471011005","14.71.01","Kedung Sari","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"14.71.01.1006","1471011006","14.71.01","Harjosari","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"14.71.01.1007","1471011007","14.71.01","Sukajadi","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"14.71.01.1008","1471011008","14.71.01","Pulau Karomah","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"14.71.02.1001","1471021001","14.71.02","Simpang Empat","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"14.71.02.1002","1471021002","14.71.02","Sumahilang","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"14.71.02.1003","1471021003","14.71.02","Tanah Datar","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"14.71.02.1004","1471021004","14.71.02","Kota Baru","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"14.71.02.1005","1471021005","14.71.02","Sukaramai","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"14.71.02.1006","1471021006","14.71.02","Kota Tinggi","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"14.71.03.1001","1471031001","14.71.03","Cinta Raja","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"14.71.03.1002","1471031002","14.71.03","Sukamulya","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"14.71.03.1003","1471031003","14.71.03","Sukamaju","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"14.71.04.1001","1471041001","14.71.04","Rintis","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"14.71.04.1002","1471041002","14.71.04","Tanjung RHU","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"14.71.04.1003","1471041003","14.71.04","Pesisir","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"14.71.04.1004","1471041004","14.71.04","Sekip","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"14.71.05.1001","1471051001","14.71.05","Padang Bulan","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"14.71.05.1002","1471051002","14.71.05","Sago","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"14.71.05.1003","1471051003","14.71.05","Kampung Baru","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"14.71.05.1004","1471051004","14.71.05","Kampung Dalam","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"14.71.05.1005","1471051005","14.71.05","Kampung Bandar","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"14.71.05.1006","1471051006","14.71.05","Padang Terubuk","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"14.71.06.1003","1471061003","14.71.06","Rumbai Bukit","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"14.71.06.1005","1471061005","14.71.06","Muarafajar Timur","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"14.71.06.1006","1471061006","14.71.06","Umban Sari","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"14.71.06.1008","1471061008","14.71.06","Sri Meranti","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"14.71.06.1009","1471061009","14.71.06","Palas","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"14.71.06.1010","1471061010","14.71.06","Muarafajar Barat","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"14.71.06.1011","1471061011","14.71.06","Rantaupanjang","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"14.71.06.1012","1471061012","14.71.06","Maharani","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"14.71.06.1013","1471061013","14.71.06","Agrowisata","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"14.71.07.1005","1471071005","14.71.07","Simpang Tiga","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"14.71.07.1006","1471071006","14.71.07","Tangkerang Selatan","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"14.71.07.1008","1471071008","14.71.07","Tangkerang Utara","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"14.71.07.1011","1471071011","14.71.07","Tangkerang Labuai","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"14.71.07.1012","1471071012","14.71.07","Airdingin","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"14.71.08.1001","1471081001","14.71.08","Simpangbaru","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"14.71.08.1008","1471081008","14.71.08","Delima","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"14.71.08.1009","1471081009","14.71.08","Tobekgodang","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"14.71.08.1010","1471081010","14.71.08","Binawidya","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"14.71.09.1001","1471091001","14.71.09","Tangkerang Barat","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"14.71.09.1002","1471091002","14.71.09","Tangkerang Tengah","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"14.71.09.1003","1471091003","14.71.09","Sidomulyo Timur","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"14.71.09.1004","1471091004","14.71.09","Wonorejo","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"14.71.09.1005","1471091005","14.71.09","Maharatu","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"14.71.09.1006","1471091006","14.71.09","Perhentianmarpoyan","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"14.71.10.1002","1471101002","14.71.10","Bencahlesung","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"14.71.10.1003","1471101003","14.71.10","Tangkerang Timur","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"14.71.10.1004","1471101004","14.71.10","Rejosari","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"14.71.10.1005","1471101005","14.71.10","Bambukuning","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"14.71.10.1010","1471101010","14.71.10","Melebung","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"14.71.10.1011","1471101011","14.71.10","Industritenayan","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"14.71.10.1012","1471101012","14.71.10","Sialangsakti","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"14.71.10.1013","1471101013","14.71.10","Tuahnegeri","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"14.71.11.1001","1471111001","14.71.11","Tampan","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"14.71.11.1002","1471111002","14.71.11","Labuh Baru Timur","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"14.71.11.1003","1471111003","14.71.11","Labuh Baru Barat","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"14.71.11.1004","1471111004","14.71.11","Air Hitam","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"14.71.11.1005","1471111005","14.71.11","Bandarraya","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"14.71.11.1006","1471111006","14.71.11","Sungaisibam","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"14.71.11.1007","1471111007","14.71.11","Tirtasiak","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"14.71.12.1001","1471121001","14.71.12","Meranti Pandak","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"14.71.12.1004","1471121004","14.71.12","Lembah Damai","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"14.71.12.1006","1471121006","14.71.12","Limbungan Baru","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"14.71.13.1001","1471131001","14.71.13","Sidomulyo Barat","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"14.71.13.1002","1471131002","14.71.13","Sialangmunggu","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"14.71.13.1003","1471131003","14.71.13","Tuahkarya","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"14.71.13.1004","1471131004","14.71.13","Tuahmadani","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"14.71.13.1005","1471131005","14.71.13","Airputih","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"14.71.14.1001","1471141001","14.71.14","Kulim","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"14.71.14.1002","1471141002","14.71.14","Mentangor","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"14.71.14.1003","1471141003","14.71.14","Sialangrampai","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"14.71.14.1004","1471141004","14.71.14","Pebatuan","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"14.71.14.1005","1471141005","14.71.14","Pematangkapau","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"14.71.15.1001","1471151001","14.71.15","Tebing Tinggi Okura","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"14.71.15.1002","1471151002","14.71.15","Sungaiukai","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"14.71.15.1003","1471151003","14.71.15","Sungaiambang","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"14.71.15.1004","1471151004","14.71.15","Lembah Sari","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"14.71.15.1005","1471151005","14.71.15","Limbungan","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"14.72.01.1003","1472011003","14.72.01","Pangkalan Sesai","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"14.72.01.1006","1472011006","14.72.01","Purnama","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"14.72.01.1008","1472011008","14.72.01","Bagan Keladi","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"14.72.01.1009","1472011009","14.72.01","Simapang Tetap Darul Ichsan","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"14.72.02.1002","1472021002","14.72.02","Teluk Binjai","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"14.72.02.1003","1472021003","14.72.02","Tanjung Palas","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"14.72.02.1004","1472021004","14.72.02","Jaya Mukti","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"14.72.02.1006","1472021006","14.72.02","Buluh Kasap","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"14.72.02.1009","1472021009","14.72.02","Bukit Batrem","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"14.72.03.1001","1472031001","14.72.03","Bukit Nenas","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"14.72.03.1002","1472031002","14.72.03","Bukit Kayu Kapur","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"14.72.03.1003","1472031003","14.72.03","Gurun Panjang","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"14.72.03.1004","1472031004","14.72.03","Bagan Besar","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"14.72.03.1005","1472031005","14.72.03","Kampung Baru","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"14.72.03.1006","1472031006","14.72.03","Bagan Besar Timur","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"14.72.03.1007","1472031007","14.72.03","Bukit Kapur","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"14.72.04.1001","1472041001","14.72.04","Lubuk Gaung","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"14.72.04.1002","1472041002","14.72.04","Tanjung Penyembal","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"14.72.04.1003","1472041003","14.72.04","Bangsal Aceh","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"14.72.04.1004","1472041004","14.72.04","Basilam Baru","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"14.72.04.1005","1472041005","14.72.04","Batu Teritip","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"14.72.04.1006","1472041006","14.72.04","Sungai Geniot","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"14.72.05.1001","1472051001","14.72.05","Teluk Makmur","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"14.72.05.1002","1472051002","14.72.05","Mundam","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"14.72.05.1003","1472051003","14.72.05","Guntung","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"14.72.05.1004","1472051004","14.72.05","Pelintung","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"14.72.06.1001","1472061001","14.72.06","Laksamana","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"14.72.06.1002","1472061002","14.72.06","Rimba Sekampung","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"14.72.06.1003","1472061003","14.72.06","Dumai Kota","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"14.72.06.1004","1472061004","14.72.06","Bintan","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"14.72.06.1005","1472061005","14.72.06","Sukajadi","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"14.72.07.1001","1472071001","14.72.07","Ratu Sima","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"14.72.07.1002","1472071002","14.72.07","Bukit Timah","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"14.72.07.1003","1472071003","14.72.07","Mekar Sari","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"14.72.07.1004","1472071004","14.72.07","Bukit Datuk","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"14.72.07.1005","1472071005","14.72.07","Bumi Ayu","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"15.01.01.1004","1501011004","15.01.01","Lempur Tengah","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"15.01.01.2001","1501012001","15.01.01","Selam Paung","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"15.01.01.2002","1501012002","15.01.01","Air Mumu","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"15.01.01.2003","1501012003","15.01.01","Lempur Mudik","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"15.01.01.2005","1501012005","15.01.01","Masgo","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"15.01.01.2006","1501012006","15.01.01","Lempur Hilir","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"15.01.01.2011","1501012011","15.01.01","Kebun Baru","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"15.01.01.2012","1501012012","15.01.01","Perikan Tengah","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"15.01.01.2013","1501012013","15.01.01","Dusun Baru Lempur","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"15.01.01.2016","1501012016","15.01.01","Sungaihangat","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"15.01.01.2018","1501012018","15.01.01","Manjunto Lempur","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"15.01.01.2019","1501012019","15.01.01","Kebun Lima","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"15.01.02.2001","1501022001","15.01.02","Sanggaran Agung","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"15.01.02.2002","1501022002","15.01.02","Kota Baru Sanggaran Agung","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"15.01.02.2003","1501022003","15.01.02","Pendung Talang Genting","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"15.01.02.2004","1501022004","15.01.02","Seleman","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"15.01.02.2005","1501022005","15.01.02","Tebing Tinggi","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"15.01.02.2006","1501022006","15.01.02","Cupak","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"15.01.02.2007","1501022007","15.01.02","Tanjungtanah","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"15.01.02.2008","1501022008","15.01.02","Koto Tengah","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"15.01.02.2013","1501022013","15.01.02","Simpang Empat","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"15.01.02.2014","1501022014","15.01.02","Talang Kemulun","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"15.01.02.2015","1501022015","15.01.02","Dusun Baru Tanjung Tanah","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
