"kode_titik","kode","kode_kecamatan","kelurahan","created_at","updated_at"
"15.01.02.2016","1501022016","15.01.02","Pasar Sore Seleman","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"15.01.02.2018","1501022018","15.01.02","Tanjungharapan","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"15.01.04.2008","1501042008","15.01.04","Hiang Tinggi","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"15.01.04.2009","1501042009","15.01.04","Ambai Atas","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"15.01.04.2010","1501042010","15.01.04","Tanjungmudo","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"15.01.04.2011","1501042011","15.01.04","Pendung Tengah","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"15.01.04.2012","1501042012","15.01.04","Pendung Hilir","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"15.01.04.2013","1501042013","15.01.04","Koto Baru Hiang","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"15.01.04.2014","1501042014","15.01.04","Betung Kuning","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"15.01.04.2026","1501042026","15.01.04","Ambai Bawah","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"15.01.04.2028","1501042028","15.01.04","Hiang Karya","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"15.01.04.2029","1501042029","15.01.04","Hiang Lestari","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"15.01.04.2030","1501042030","15.01.04","Angkasa Pura","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"15.01.04.2031","1501042031","15.01.04","Hiang Sakti","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"15.01.04.2033","1501042033","15.01.04","Koto Sekilan Ambai","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"15.01.04.2034","1501042034","15.01.04","Penawar Tinggi","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"15.01.05.2002","1501052002","15.01.05","Baru Semurup","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"15.01.05.2004","1501052004","15.01.05","Koto Dua Lama","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"15.01.05.2012","1501052012","15.01.05","Koto Di Air","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"15.01.05.2013","1501052013","15.01.05","Pasar Semurup","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"15.01.05.2014","1501052014","15.01.05","Balai","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"15.01.05.2015","1501052015","15.01.05","Koto Majidin Hilir","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"15.01.05.2016","1501052016","15.01.05","Pendung Hilir","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"15.01.05.2018","1501052018","15.01.05","Pendung Mudik","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"15.01.05.2022","1501052022","15.01.05","Air Tenang","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"15.01.05.2024","1501052024","15.01.05","Muara Semerah","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"15.01.05.2029","1501052029","15.01.05","Koto Majidin Mudik","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"15.01.05.2035","1501052035","15.01.05","Muara Semerah Mudik","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"15.01.05.2036","1501052036","15.01.05","Sawahan Koto Majidin","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"15.01.05.2037","1501052037","15.01.05","Sawahan Jaya","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"15.01.05.2038","1501052038","15.01.05","Koto Majidin Di Air","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"15.01.05.2039","1501052039","15.01.05","Pendung Tengah","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"15.01.06.1009","1501061009","15.01.06","Siulak Deras","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"15.01.06.2010","1501062010","15.01.06","Sungaibetung Hilir","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"15.01.06.2011","1501062011","15.01.06","Sungaibatu Gantih","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"15.01.06.2012","1501062012","15.01.06","Tanjunggenting","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"15.01.06.2013","1501062013","15.01.06","Simpang Tutup","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"15.01.06.2014","1501062014","15.01.06","Suko Pangkat","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"15.01.06.2015","1501062015","15.01.06","Sungaibetung Mudik","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"15.01.06.2016","1501062016","15.01.06","Danautinggi","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"15.01.06.2017","1501062017","15.01.06","Sungaigelampeh","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"15.01.06.2018","1501062018","15.01.06","Siulak Deras Mudik","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"15.01.06.2019","1501062019","15.01.06","Siulak Tenang","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"15.01.06.2039","1501062039","15.01.06","Sungai Batu Gantih Hilir","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"15.01.06.2040","1501062040","15.01.06","Baru Sungai Betung Mudik","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"15.01.06.2041","1501062041","15.01.06","Tanjunggenting Mudik","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"15.01.06.2042","1501062042","15.01.06","Air Betung","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"15.01.06.2043","1501062043","15.01.06","Ujung Ladang","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"15.01.07.2004","1501072004","15.01.07","Tarutung","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"15.01.07.2006","1501072006","15.01.07","Lubuk Paku","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"15.01.07.2007","1501072007","15.01.07","Tamiai","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"15.01.07.2008","1501072008","15.01.07","Pematang Lingkung","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"15.01.07.2009","1501072009","15.01.07","Pasar Tamiai","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"15.01.07.2010","1501072010","15.01.07","Seberang Merangin","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"15.01.07.2011","1501072011","15.01.07","Baru Pulau Sangkar","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"15.01.07.2013","1501072013","15.01.07","Batang Merangin","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"15.01.07.2014","1501072014","15.01.07","Muara Hemat","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"15.01.08.2001","1501082001","15.01.08","Jujun","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"15.01.08.2002","1501082002","15.01.08","Talang Lindung","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"15.01.08.2003","1501082003","15.01.08","Keluru","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"15.01.08.2004","1501082004","15.01.08","Pidung","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"15.01.08.2005","1501082005","15.01.08","Tanjungbatu","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"15.01.08.2006","1501082006","15.01.08","Benik","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"15.01.08.2007","1501082007","15.01.08","Kt Tuo P. Tengah","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"15.01.08.2008","1501082008","15.01.08","Kt. Dian P. Tengah","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"15.01.08.2012","1501082012","15.01.08","Lempur Danau","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"15.01.08.2013","1501082013","15.01.08","Dsn. Baru P. Tengah","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"15.01.08.2018","1501082018","15.01.08","Telago","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"15.01.08.2019","1501082019","15.01.08","Koto Agung","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"15.01.08.2022","1501082022","15.01.08","Pulautengah","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"15.01.08.2023","1501082023","15.01.08","Koto Baru","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"15.01.08.2025","1501082025","15.01.08","Jembatan Merah Pulau Tengah","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"15.01.08.2026","1501082026","15.01.08","Limok Manaih Pulau Tengah","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"15.01.08.2027","1501082027","15.01.08","Pasar Jujun","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"15.01.08.2028","1501082028","15.01.08","Pancuran Bangko","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"15.01.09.2010","1501092010","15.01.09","Koto Tuo","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"15.01.09.2011","1501092011","15.01.09","Sungaitanduk","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"15.01.09.2012","1501092012","15.01.09","Kersik Tuo","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"15.01.09.2013","1501092013","15.01.09","Sangir","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"15.01.09.2014","1501092014","15.01.09","Koto Baru","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"15.01.09.2015","1501092015","15.01.09","Koto Panjang","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"15.01.09.2016","1501092016","15.01.09","Koto Tengah","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"15.01.09.2017","1501092017","15.01.09","Sungaibendung Air","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"15.01.09.2022","1501092022","15.01.09","Sungaisampun","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"15.01.09.2024","1501092024","15.01.09","Bedeng Baru","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"15.01.09.2025","1501092025","15.01.09","Batang Sangir","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"15.01.09.2030","1501092030","15.01.09","Sungaidalam","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"15.01.09.2038","1501092038","15.01.09","Koto Periang","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"15.01.09.2039","1501092039","15.01.09","Lindung Jaya","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"15.01.09.2041","1501092041","15.01.09","Renah Kasah","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"15.01.09.2042","1501092042","15.01.09","Pasar Sungai Tanduk","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"15.01.09.2043","1501092043","15.01.09","Mekar Sari","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"15.01.09.2045","1501092045","15.01.09","Mekar Jaya","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"15.01.09.2047","1501092047","15.01.09","Sangir Tengah","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"15.01.09.2048","1501092048","15.01.09","Tanjungbungo","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"15.01.09.2049","1501092049","15.01.09","Bendung Air Timur","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"15.01.11.2001","1501112001","15.01.11","Kemantan Tinggi","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"15.01.11.2002","1501112002","15.01.11","Kemantan Kebalai","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"15.01.11.2003","1501112003","15.01.11","Kemantan Darat","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"15.01.11.2004","1501112004","15.01.11","Sungaiabu","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"15.01.11.2005","1501112005","15.01.11","Pondok Sungaiabu","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"15.01.11.2006","1501112006","15.01.11","Koto Tebat","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"15.01.11.2007","1501112007","15.01.11","Sungaimedang","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"15.01.11.2008","1501112008","15.01.11","Air Hangat","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"15.01.11.2009","1501112009","15.01.11","Baru Sungai Tutung","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"15.01.11.2010","1501112010","15.01.11","Pungut Tengah","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"15.01.11.2011","1501112011","15.01.11","Pungut Hilir","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"15.01.11.2012","1501112012","15.01.11","Pungut Mudik","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"15.01.11.2014","1501112014","15.01.11","Kemantan Hilir","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"15.01.11.2015","1501112015","15.01.11","Sungaitutung","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"15.01.11.2018","1501112018","15.01.11","Kemantan Agung","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"15.01.11.2019","1501112019","15.01.11","Sungaideras","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"15.01.11.2020","1501112020","15.01.11","Kemantan Mudik","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"15.01.11.2021","1501112021","15.01.11","Simpang Empat Sungai Tutung","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"15.01.11.2022","1501112022","15.01.11","Baru Sungaideras","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"15.01.11.2023","1501112023","15.01.11","Taman Jernih Sungaitutung","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"15.01.11.2024","1501112024","15.01.11","Baru Sungaimedang","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"15.01.11.2025","1501112025","15.01.11","Kemantan Raya","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"15.01.11.2026","1501112026","15.01.11","Baru Air Hangat","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"15.01.11.2027","1501112027","15.01.11","Air Panas Sungaiabu","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"15.01.11.2028","1501112028","15.01.11","Baru Sungaiabu","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"15.01.15.2001","1501152001","15.01.15","Sungairumpun","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"15.01.15.2002","1501152002","15.01.15","Sungaisikai","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"15.01.15.2003","1501152003","15.01.15","Tangkil","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"15.01.15.2004","1501152004","15.01.15","Pelompek","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"15.01.15.2005","1501152005","15.01.15","Jernih Jaya","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"15.01.15.2006","1501152006","15.01.15","Bengkolan Duo","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"15.01.15.2007","1501152007","15.01.15","Lubuk Pauh","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"15.01.15.2008","1501152008","15.01.15","Telun Berasap","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"15.01.15.2009","1501152009","15.01.15","Bumbun Duri","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"15.01.15.2010","1501152010","15.01.15","Pesisir Bukit","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"15.01.15.2011","1501152011","15.01.15","Pauh Tinggi","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"15.01.15.2012","1501152012","15.01.15","Sungaijernih","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"15.01.15.2013","1501152013","15.01.15","Pelompek Pasar Baru","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"15.01.16.2001","1501162001","15.01.16","Siulak Gedang","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"15.01.16.2004","1501162004","15.01.16","Pasar Siulak Gedang","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"15.01.16.2005","1501162005","15.01.16","Siulak Panjang","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"15.01.16.2006","1501162006","15.01.16","Siulak Kecil Mudik","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"15.01.16.2007","1501162007","15.01.16","Koto Rendah","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"15.01.16.2009","1501162009","15.01.16","Lubuk Nagodang","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"15.01.16.2010","1501162010","15.01.16","Sungaipegeh","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"15.01.16.2011","1501162011","15.01.16","Sungailebuh","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"15.01.16.2012","1501162012","15.01.16","Koto Kapeh","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"15.01.16.2013","1501162013","15.01.16","Koto Beringin","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"15.01.16.2014","1501162014","15.01.16","Dusun Baru","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"15.01.16.2015","1501162015","15.01.16","Dusun Dalam","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"15.01.16.2016","1501162016","15.01.16","Air Terjun","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"15.01.16.2019","1501162019","15.01.16","Koto Aro","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"15.01.16.2021","1501162021","15.01.16","Koto Lebuh Tinggi","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"15.01.16.2024","1501162024","15.01.16","Siulak Kecil Hilir","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"15.01.16.2025","1501162025","15.01.16","Koto Tengah","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"15.01.16.2028","1501162028","15.01.16","Telago Biru","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"15.01.16.2030","1501162030","15.01.16","Tutung Bungkuk","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"15.01.16.2033","1501162033","15.01.16","Baru Sungaipegeh","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"15.01.16.2034","1501162034","15.01.16","Bendar Sedap","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"15.01.16.2035","1501162035","15.01.16","Plak Naneh","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"15.01.16.2036","1501162036","15.01.16","Padang Jantung","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"15.01.16.2038","1501162038","15.01.16","Pelak Gedang","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"15.01.16.2039","1501162039","15.01.16","Demong Sakti","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"15.01.16.2040","1501162040","15.01.16","Pasar Senen","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"15.01.17.2001","1501172001","15.01.17","Belui","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"15.01.17.2002","1501172002","15.01.17","Baru Kubang","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"15.01.17.2003","1501172003","15.01.17","Koto Panjang","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"15.01.17.2004","1501172004","15.01.17","Kubang Gedang","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
